pi_source_file	pi_symbol	py_file	py_symbol	upstream_commit
packages/protocol/src/schemas.ts	ClientMessageSchema	misaka/protocol/schemas.py	ClientMessage	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ClientMessage	misaka/protocol/schemas.py	ClientMessage	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerEventSchema	misaka/protocol/schemas.py	ServerEvent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerEvent	misaka/protocol/schemas.py	ServerEvent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerHelloSchema	misaka/protocol/schemas.py	ServerHello	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerHello	misaka/protocol/schemas.py	ServerHello	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerHelloErrorSchema	misaka/protocol/schemas.py	ServerHelloError	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerHelloError	misaka/protocol/schemas.py	ServerHelloError	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ResponseEnvelopeSchema	misaka/protocol/schemas.py	ResponseEnvelope	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ResponseEnvelope	misaka/protocol/schemas.py	ResponseEnvelope	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	EventEnvelopeSchema	misaka/protocol/schemas.py	EventEnvelope	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	EventEnvelope	misaka/protocol/schemas.py	EventEnvelope	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerMessageSchema	misaka/protocol/schemas.py	ServerMessage	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ServerMessage	misaka/protocol/schemas.py	ServerMessage	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SessionSummarySchema	misaka/protocol/schemas.py	SessionSummary	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SessionSummary	misaka/protocol/schemas.py	SessionSummary	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SessionSnapshotSchema	misaka/protocol/schemas.py	SessionSnapshot	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SessionSnapshot	misaka/protocol/schemas.py	SessionSnapshot	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ModelCostSchema	misaka/protocol/schemas.py	ModelCost	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ProtocolErrorSchema	misaka/protocol/schemas.py	ProtocolError	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ProtocolError	misaka/protocol/schemas.py	ProtocolError	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	TextContentSchema	misaka/protocol/schemas.py	TextContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	TextContent	misaka/protocol/schemas.py	TextContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ThinkingContentSchema	misaka/protocol/schemas.py	ThinkingContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ThinkingContent	misaka/protocol/schemas.py	ThinkingContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ImageContentSchema	misaka/protocol/schemas.py	ImageContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ImageContent	misaka/protocol/schemas.py	ImageContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ToolCallContentSchema	misaka/protocol/schemas.py	ToolCallContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ToolCallContent	misaka/protocol/schemas.py	ToolCallContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	UserContentSchema	misaka/protocol/schemas.py	UserContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	AssistantContentSchema	misaka/protocol/schemas.py	AssistantContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ToolContentSchema	misaka/protocol/schemas.py	ToolContent	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ListCommandSchema	misaka/protocol/schemas.py	ListCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ListResultSchema	misaka/protocol/schemas.py	ListResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	CreateCommandSchema	misaka/protocol/schemas.py	CreateCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	CreateResultSchema	misaka/protocol/schemas.py	CreateResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	AttachCommandSchema	misaka/protocol/schemas.py	AttachCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	AttachResultSchema	misaka/protocol/schemas.py	AttachResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	DetachCommandSchema	misaka/protocol/schemas.py	DetachCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	DetachResultSchema	misaka/protocol/schemas.py	DetachResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	PromptCommandSchema	misaka/protocol/schemas.py	PromptCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	PromptResultSchema	misaka/protocol/schemas.py	PromptResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SteerCommandSchema	misaka/protocol/schemas.py	SteerCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SteerResultSchema	misaka/protocol/schemas.py	SteerResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	AbortCommandSchema	misaka/protocol/schemas.py	AbortCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	AbortResultSchema	misaka/protocol/schemas.py	AbortResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SetModelCommandSchema	misaka/protocol/schemas.py	SetModelCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SetModelResultSchema	misaka/protocol/schemas.py	SetModelResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SetThinkingCommandSchema	misaka/protocol/schemas.py	SetThinkingCommand	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	SetThinkingResultSchema	misaka/protocol/schemas.py	SetThinkingResult	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	CommandName	misaka/protocol/schemas.py	CommandName	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/schemas.ts	ResultForCommand	misaka/protocol/schemas.py	RESULT_FOR_COMMAND	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/codec.ts	*	—	SKIPPED	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/framing.ts	*	—	SKIPPED	686f193e51ccdc56fdf3366ce5d092530c1007ac
packages/protocol/src/index.ts	*	—	SKIPPED	686f193e51ccdc56fdf3366ce5d092530c1007ac
